YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,TOTAL NUMBER OF VOTE CASTED
1971,Gujarat,Junagadh,114,Nanjibhai R. Vekaria,M,INC,Hand,432123,18765,49.2%,GEN,212345
1971,Gujarat,Amreli,115,Jivraj Narayan Mehta,M,INC,Hand,441234,25432,52.1%,GEN,231456
1971,Gujarat,Bhavnagar,116,Prasannavadan Mehta,M,INC,Hand,451234,30432,53.2%,GEN,241234
1971,Gujarat,Dhandhuka,117,H. M. Patel,M,SWA,Star,458464,10991,37.6%,GEN,250443
1971,Gujarat,Ahmedabad,118,Indulal Yagnik,M,IND,Independent,481234,45432,55.2%,GEN,265432
1971,Gujarat,Gandhinagar,119,Somchandbhai Manubhai Solanki,M,NCO,Charkha,559956,3502,46.0%,SC,303113
1971,Gujarat,Mehsana,120,Natwarlal Amrutlal Patel,M,NCO,Charkha,471234,15432,49.1%,GEN,231456
1971,Gujarat,Patan,121,Khemchandbhai S. Chavda,M,NCO,Charkha,481234,20432,51.2%,SC,246543
1971,Gujarat,Banaskantha,122,Popatlal M. Joshi,M,INC,Hand,471796,23407,49.8%,GEN,233765
1971,Gujarat,Sabarkantha,123,Chandulal Chunilal Desai,M,NCO,Charkha,491234,18765,52.1%,GEN,256432
1971,Gujarat,Kapadvanj,124,Dharmsinh Dadubhai Desai,M,NCO,Charkha,501234,12345,45.1%,GEN,226543
1971,Gujarat,Dohad,125,Bhaljibhai Ravjibhai Parmar,M,NCO,Charkha,412345,10432,48.2%,ST,198765
1971,Gujarat,Godhra,126,Piloo Mody,M,SWA,Star,421234,15432,50.1%,GEN,211234
1971,Gujarat,Kaira,127,Dharmsinh Dadubhai Desai,M,NCO,Charkha,432123,20432,52.1%,GEN,225432
1971,Gujarat,Anand,128,Pravinsinhji N. Solanki,M,NCO,Charkha,441234,18765,49.2%,GEN,217654
1971,Gujarat,Baroda,129,Fatehsinhrao Gaekwad,M,NCO,Charkha,451234,25432,55.1%,GEN,248765
1971,Gujarat,Broach,130,Mansinhji B. Rana,M,INC,Hand,412345,12345,48.2%,GEN,199876
1971,Gujarat,Surat,131,Morarji Desai,M,NCO,Charkha,421234,15432,52.1%,GEN,219876
1971,Gujarat,Mandvi,132,Amarsinh Chaudhary,M,INC,Hand,431234,18765,50.1%,ST,215432
1977,Gujarat,Kutch,1,Dave Anantray Devshankar,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),438528,10817,50.00%,GEN,231019
1977,Gujarat,Surendranagar,2,Amin Ramdas Kishordas ( R. K. Amin ),M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),500963,5433,49.50%,GEN,282693
1977,Gujarat,Jamnagar,3,Vinodbhai B. Sheth,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),479585,2670,49.99%,GEN,243616
1977,Gujarat,Rajkot,4,Patel Keshubhai Savdasbhai,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),604102,15801,46.94%,GEN,304784
1977,Gujarat,Porbandar,5,Patel Dharmasinhbhai Dahyabhai,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),525285,24429,53.44%,GEN,268077
1977,Gujarat,Junagadh,6,Nathwani Narendra Pragji,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),516292,11853,51.83%,GEN,323281
1977,Gujarat,Amreli,7,Dwarkadas Mohanlal Patel,M,Indian National Congress,Hand,494073,59006,54.51%,GEN,257894
1977,Gujarat,Bhavnagar,8,Prasannavadan Manilal Methta,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),509755,11137,50.75%,GEN,253794
1977,Gujarat,Dhandhuka,9,Parmar Natavarlal Bhagavandas,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),549416,27766,49.09%,SC,274019
1977,Gujarat,Ahmedabad,10,Ahesan Jafri,M,Indian National Congress,Hand,573286,10013,50.59%,GEN,371018
1977,Gujarat,Gandhinagar,11,Purushottam Ganesh Mavalankar,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),619720,60117,57.41%,GEN,386629
1977,Gujarat,Mehsana,12,Patel Maniben Vallabhbhai,F,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),596154,122112,62.96%,GEN,382424
1977,Gujarat,Patan,13,Chavda Khemchandbhai Somabhai,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),573367,73566,61.36%,SC,298186
1977,Gujarat,Banaskantha,14,Chaudhary Motibhai Ranchhodbhai,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),505258,64783,61.89%,GEN,272513
1977,Gujarat,Sabarkantha,15,H. M. Patel,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),543790,38062,53.87%,GEN,305361
1977,Gujarat,Kapadvanj,16,Vaghela Shankarji Laxmanji,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),561342,67971,58.17%,GEN,323881
1977,Gujarat,Dohad,17,Damor Somjibhai Pujabhai,M,Indian National Congress,Hand,508980,3393,50.97%,ST,175683
1977,Gujarat,Godhra,18,Desai Hitendrabhai Kanaiyalal,M,Indian National Congress,Hand,517416,1380,48.64%,GEN,285018
1977,Gujarat,Kaira,19,Desai Dharmsingh Dadubhai,M,Indian National Congress,Hand,573138,41844,53.55%,GEN,395697
1977,Gujarat,Anand,20,Ajitsinh Fulsinh Dabhi,M,Indian National Congress,Hand,564294,62779,56.51%,GEN,391277
1977,Gujarat,Chhota Udaipur,21,Rathawa Amarsinh Viriyabhai,M,Indian National Congress,Hand,533507,41123,55.02%,ST,309613
1977,Gujarat,Baroda,22,Gaekwad Fatesinhrao Pratapsinhrao,M,Indian National Congress,Hand,595724,40923,54.18%,GEN,404387
1977,Gujarat,Broach,23,Patel Ahmedbhai Mohmadbhai,M,Indian National Congress,Hand,544523,62879,56.81%,GEN,334124
1977,Gujarat,Surat,24,Desai Morarji Ranchhodji,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),582963,21460,52.46%,GEN,393050
1977,Gujarat,Mandvi,25,Gamit Chhitubhai Devjibhai,M,Indian National Congress,Hand,541832,39603,56.04%,ST,327615
1977,Gujarat,Bulsar,26,Patel Nanubhai Nichhabhai,M,Bharatiya Lok Dal,Haldhar within Wheel (Chakra),556415,17964,51.11%,ST,316718
1980,Gujarat,Kutch,1,Mehta Mahipatray Mulshanker,M,Indian Natioanl Congress (I),Hand,506980,20951,49.07%,GEN,271371
1980,Gujarat,Surendranagar,2,Digvijaysinh Pratapsinhg Zala,M,Indian Natioanl Congress (I),Hand,581146,84516,57.35%,GEN,337655
1980,Gujarat,Jamnagar,3,Jadeja Dolatsinhji Pratapsinhji,M,Indian Natioanl Congress (I),Hand,563162,57787,52.23%,GEN,256497
1980,Gujarat,Rajkot,4,Mavani Ramjibhai Bhurabhai,M,Indian Natioanl Congress (I),Hand,706199,53476,51.46%,GEN,307464
1980,Gujarat,Porbandar,5,Odedra Maldeji Mandlikji,M,Indian Natioanl Congress (I),Hand,589036,60308,57.72%,GEN,281904
1980,Gujarat,Junagadh,6,Patel Mohanlal Laljibhai,M,Indian Natioanl Congress (I),Hand,597939,10781,48.52%,GEN,329575
1980,Gujarat,Amreli,7,Ravani Navinchandra Parmananddas,M,Indian Natioanl Congress (I),Hand,573759,100138,63.98%,GEN,272331
1980,Gujarat,Bhavnagar,8,Gohil Gigabhai Bhavubhai,M,Indian Natioanl Congress (I),Hand,605711,53929,51.66%,GEN,253727
1980,Gujarat,Dhandhuka,9,Makwana Narsinhbhai Karsanbhai,M,Indian Natioanl Congress (I),Hand,622248,86873,62.62%,SC,289180
1980,Gujarat,Ahmedabad,10,Maganbhai Barot,M,Indian Natioanl Congress (I),Hand,698732,108153,60.98%,GEN,407045
1980,Gujarat,Gandhinagar,11,Amrit Mohanal Patel,M,Indian Natioanl Congress (I),Hand,791640,49217,54.45%,GEN,443864
1980,Gujarat,Mehsana,12,Chaudhary Motibhai Ranchhodbhai,M,Janta Party,Other,663649,19428,37.93%,GEN,424577
1980,Gujarat,Patan,13,Parmar Hiralal Ranchhoddas,M,Indian Natioanl Congress (I),Hand,634437,2754,47.95%,SC,258301
1980,Gujarat,Banaskantha,14,Bheravdan Khetdanji Gadhavi,M,Indian Natioanl Congress (I),Hand,598878,89487,60.58%,GEN,303816
1980,Gujarat,Sabarkantha,15,Patel Shantubhai Cunibhai,M,Indian Natioanl Congress (I),Hand,638235,79299,55.73%,GEN,362799
1980,Gujarat,Kapadvanj,16,Solanki Natavarsinhji Kesarisinhji,M,Indian Natioanl Congress (I),Hand,651424,50096,53.23%,GEN,342441
1980,Gujarat,Dohad,17,Damor Somjibhai Punjabhai,M,Indian Natioanl Congress (I),Hand,590075,77123,60.89%,ST,220434
1980,Gujarat,Godhra,18,Maharaol Jaydeepsinhji Subhagsinhji,M,Indian Natioanl Congress (I),Hand,588905,62969,55.81%,GEN,335949
1980,Gujarat,Kaira,19,Ajitsinh Fulsinhji Dabhi,M,Indian Natioanl Congress (I),Hand,665672,107222,61.93%,GEN,396806
1980,Gujarat,Anand,20,Ishvarbhai Khodabhai Chavda,M,Indian Natioanl Congress (I),Hand,654455,114261,60.98%,GEN,421257
1980,Gujarat,Chhota Udaipur,21,Rathawa Amarsinghbhai Viriyabhai,M,Indian Natioanl Congress (I),Hand,607938,72483,59.29%,ST,354191
1980,Gujarat,Baroda,22,Gaekwad Ranjitsinhji Pratapsinji,M,Indian Natioanl Congress (I),Hand,727197,95493,58.20%,GEN,455788
1980,Gujarat,Broach,23,Patel Ahmedbhai Mohammedbhai,M,Indian Natioanl Congress (I),Hand,623529,82844,56.91%,GEN,374001
1980,Gujarat,Surat,24,Patel Chhaganbhai Devabhai,M,Indian Natioanl Congress (I),Hand,760862,26661,50.54%,GEN,463522
1980,Gujarat,Mandvi,25,Gamit Chhitubhai Devjibhai,M,Indian Natioanl Congress (I),Hand,611914,35919,51.88%,ST,342913
1980,Gujarat,Bulsar,26,Patel Uttambhai Harjibhai,M,Indian Natioanl Congress (I),Hand,645419,25947,51.71%,ST,346603
1984,Gujarat,Kutch,1,Ushaben Raghavji Thakkar,F,Indian National Congress,Hand,557750,30085,43.70%,GEN,296597
1984,Gujarat,Surendranagar,2,Jhala Digivijaysinhji Pratapsinhji,M,Indian National Congress,Hand,656235,36378,52.85%,GEN,362578
1984,Gujarat,Jamnagar,3,Jadeja Daulatsinh Partap Sinh,M,Indian National Congress,Hand,639311,23090,52.00%,GEN,340991
1984,Gujarat,Rajkot,4,Mavani Ramaben Ramjibhai,F,Indian National Congress,Hand,827629,57590,55.26%,GEN,407785
1984,Gujarat,Porbandar,5,Odedara Bharatbhai Maldevji,M,Indian National Congress,Hand,681087,77951,60.14%,GEN,341332
1984,Gujarat,Junagadh,6,Patel Mohanbhai Laljibhai,M,Indian National Congress,Hand,693720,31943,52.70%,GEN,357549
1984,Gujarat,Amreli,7,Ravani Navinchandrabhai Parmananddas,M,Indian National Congress,Hand,642376,37868,53.07%,GEN,392302
1984,Gujarat,Bhavnagar,8,Gohil Gigabhai Bhavubhai,M,Indian National Congress,Hand,694984,10995,37.64%,GEN,351914
1984,Gujarat,Dhandhuka,9,Narsinhbhai Karsanbhai Makwana,M,Indian National Congress,Hand,691033,22616,51.62%,SC,376637
1984,Gujarat,Ahmedabad,10,Haroobhai Mehta,M,Indian National Congress,Hand,766276,33137,51.02%,GEN,454232
1984,Gujarat,Gandhinagar,11,G.I.Patel,M,Indian National Congress,Hand,929582,2754,46.84%,GEN,533963
1984,Gujarat,Mehsana,12,A.K.Patel,M,Bharatiya Janta Party,Other,761766,43896,52.86%,GEN,543999
1984,Gujarat,Patan,13,Vankar Punamchand Mithabhai,M,Indian National Congress,Hand,730084,6787,47.36%,SC,386538
1984,Gujarat,Banaskantha,14,B.K.Gadhvi,M,Indian National Congress,Hand,697543,27283,47.47%,GEN,384786
1984,Gujarat,Sabarkantha,15,H.M.Patel,M,Janata Party,Haldhar within Wheel (Chakra),727250,6759,47.04%,GEN,443237
1984,Gujarat,Kapadvanj,16,Solanki Nataversingh Kesarisinghji,M,Indian National Congress,Hand,744151,32324,51.35%,GEN,447256
1984,Gujarat,Dohad,17,Damor Somjibhai Punjabhai,M,Indian National Congress,Hand,667758,114737,67.47%,ST,251863
1984,Gujarat,Godhra,18,Jaydeepsinhji,M,Indian National Congress,Hand,662634,85847,60.18%,GEN,341861
1984,Gujarat,Kaira,19,Ajitsinh Fulsinhji Dyabhai,M,Indian National Congress,Hand,741211,147433,65.74%,GEN,444179
1984,Gujarat,Anand,20,Ishverbhai Khodabhai Chavada,M,Indian National Congress,Hand,726873,75173,51.35%,GEN,488582
1984,Gujarat,Chhota Udaipur,21,Rathwa Amarsinh Viriyabhai,M,Indian National Congress,Hand,681795,111987,63.38%,ST,350902
1984,Gujarat,Baroda,22,Gaekwad Ranjitsinh Pratapshinh,M,Indian National Congress,Hand,860270,152552,56.45%,GEN,525592
1984,Gujarat,Broach,23,Patel Ahmedbhai Mohammedbhai,M,Indian National Congress,Hand,712414,123069,63.00%,GEN,430877
1984,Gujarat,Surat,24,Patel Chhaganbhai Devabhai,M,Indian National Congress,Hand,905831,50675,53.71%,GEN,534169
1984,Gujarat,Mandvi,25,Gamit Chhitubhai Devjibhai,M,Indian National Congress,Hand,704976,105523,61.13%,ST,392385
1984,Gujarat,Bulsar,26,Patel Uttambhai Harjibhai,M,Indian National Congress,Hand,739221,54690,55.67%,ST,395555
1989,Gujarat,Kutch,1,Babu Bhai Meghji Shah,M,Bharatiya Janata Party,Lotus,707040,81564,57.72%,GEN,395678
1989,Gujarat,Surendranagar,2,Koli Patel Somabhai Gandabhi,M,Bharatiya Janata Party,Lotus,832118,127673,62.49%,GEN,411842
1989,Gujarat,Jamnagar,3,Koradiya Chandresh Kumar Valjibhai (Chandresh Patel),M,Bharatiya Janata Party,Lotus,819518,45574,51.43%,GEN,354570
1989,Gujarat,Rajkot,4,Vekaria Shivlal Nagibhai,M,Bharatiya Janata Party,Lotus,1092514,194426,67.20%,GEN,513701
1989,Gujarat,Porbandar,5,Manvar Balvantbhai Bachubhai,M,Janata Dal,Arrow,844067,67369,55.72%,GEN,355472
1989,Gujarat,Junagadh,6,Shekhada Govindhhal Kanjibhai,M,Janata Dal,Arrow,915517,108027,60.62%,GEN,446995
1989,Gujarat,Amreli,7,Manubhai Kotadiya,M,Janata Dal,Arrow,808611,119892,61.16%,GEN,459923
1989,Gujarat,Bhavnagar,8,Jamod Shashikant Mavjibhai,M,Indian National Congress,Hand,900926,552,41.07%,GEN,348896
1989,Gujarat,Dhandhuka,9,Ratilal Kalidas Verma,M,Bharatiya Janata Party,Lotus,890279,141618,64.10%,SC,449784
1989,Gujarat,Ahmedabad,10,Harin Pathak,M,Bharatiya Janata Party,Lotus,996893,147357,58.59%,GEN,570267
1989,Gujarat,Gandhinagar,11,Veghela Shankarji Laxmanji,M,Bharatiya Janata Party,Lotus,1318428,268492,66.22%,GEN,748118
1989,Gujarat,Mehsana,12,A.K.Patel,M,Bharatiya Janata Party,Lotus,997389,135330,59.17%,GEN,655345
1989,Gujarat,Patan,13,Chawada Khem Chandbhai Somabhai,M,Janata Dal,Arrow,928054,213054,69.86%,SC,496093
1989,Gujarat,Banaskantha,14,Shah Jayantilal Virchandbhai,M,Janata Dal,Arrow,895911,250251,70.09%,GEN,560227
1989,Gujarat,Sabarkantha,15,Maganbhai Manibhai Patel,M,Janata Dal,Arrow,935924,103456,56.62%,GEN,506785
1989,Gujarat,Kapadvanj,16,Gabhaji Mangaji Thakor,M,Bharatiya Janata Party,Lotus,946333,156841,63.22%,GEN,509302
1989,Gujarat,Dohad,17,Somaibahi Damor,M,Indian National Congress,Hand,841474,27759,52.34%,ST,322487
1989,Gujarat,Godhra,18,Patel Shantila Purushottamdas,M,Janata Dal,Arrow,831918,60373,55.87%,GEN,410560
1989,Gujarat,Kaira,19,Chauhan Prabhatsinh Hathisinh,M,Janata Dal,Arrow,922544,109203,59.51%,GEN,557223
1989,Gujarat,Anand,20,Patel Nathubhai Manibhai,M,Bharatiya Janata Party,Lotus,896601,70299,54.70%,GEN,573208
1989,Gujarat,Chhota Udaipur,21,Rahawa Naranbhai Jamalbhai,M,Janata Dal,Arrow,847132,21301,50.90%,ST,448929
1989,Gujarat,Baroda,22,Koko Alias Prakash Kanubhai Brahmbhatt,M,Janata Dal,Arrow,1109306,52898,50.59%,GEN,684705
1989,Gujarat,Broach,23,Deshmukh Chandubhai Shambhai,M,Bharatiya Janata Party,Lotus,914569,115335,57.72%,GEN,624336
1989,Gujarat,Surat,24,Kashiram Rana,M,Bharatiya Janata Party,Lotus,1288729,194041,62.75%,GEN,682816
1989,Gujarat,Mandvi,25,Ghamit Chhitubhai Devibhai,M,Indian National Congress,Hand,893665,46139,53.99%,ST,417617
1989,Gujarat,Bulsar,26,Ajunbhai Lallubhai Patel,M,Janata Dal,Arrow,958712,22085,50.93%,ST,438120
1991,Gujarat,Kutch,1,Patel Harilal Nanji,M,Indian National Congress,Hand,734784,33003,51.74%,GEN,346154
1991,Gujarat,Surendranagar,2,Kolipatel Somabhai Gadabhai,M,Bharatiya Janata Party,Lotus,838899,10886,49.10%,GEN,385701
1991,Gujarat,Jamnagar,3,Kordiya Chandresh Kumar Valjibhai,M,Bharatiya Janata Party,Lotus,825986,46720,46.72%,GEN,381042
1991,Gujarat,Rajkot,4,Shivlalbhai Veraria,M,Bharatiya Janata Party,Lotus,1122841,54860,53.44%,GEN,518837
1991,Gujarat,Porbandar,5,Patel Hiralal Madhavjibhai,M,Bharatiya Janata Party,Lotus,853096,79049,53.64%,GEN,359564
1991,Gujarat,Junagadh,6,Chikhaliya Bhavenaben Devrajbhai (W),F,Bharatiya Janata Party,Lotus,924905,78440,44.87%,GEN,436412
1991,Gujarat,Amreli,7,Dilipbhai Sanghani,M,Bharatiya Janata Party,Lotus,823941,96601,60.01%,GEN,393163
1991,Gujarat,Bhavnagar,8,Mahavirsinh Harisinhji Gohil,M,Bharatiya Janata Party,Lotus,909791,90203,56.64%,GEN,380650
1991,Gujarat,Dhandhuka,9,Ratilal Verma,M,Bharatiya Janata Party,Lotus,898306,30516,52.24%,SC,386814
1991,Gujarat,Ahmedabad,10,Harin Pathak,M,Bharatiya Janata Party,Lotus,1051781,91885,59.26%,GEN,394169
1991,Gujarat,Gandhinagar,11,Lal Krishna Advani,M,Bharatiya Janata Party,Lotus,1375341,125679,57.97%,GEN,615690
1991,Gujarat,Mehsana,12,A.K. Patel,M,Bharatiya Janata Party,Lotus,1013741,82022,55.51%,GEN,453236
1991,Gujarat,Patan,13,Mahesh Kanodiya,M,Bharatiya Janata Party,Lotus,937221,44509,53.17%,SC,383865
1991,Gujarat,Banaskantha,14,Chavda Harisinhji Patapsinhji,M,Bharatiya Janata Party,Lotus,909163,52042,53.66%,GEN,422835
1991,Gujarat,Sabarkantha,15,Arvind Trivedi (Lankesh),M,Bharatiya Janata Party,Lotus,944583,36418,48.28%,GEN,349411
1991,Gujarat,Kapadvanj,16,Gabhaji Mangaji Thakor,M,Bharatiya Janata Party,Lotus,952884,28334,52.40%,GEN,334876
1991,Gujarat,Dohad,17,Damor Somjibhai Punjabhai,M,Indian National Congress,Hand,844143,49709,55.27%,ST,281740
1991,Gujarat,Godhra,18,Veghela Shankerji Laxmanji,M,Bharatiya Janata Party,Lotus,842645,111477,65.46%,GEN,308860
1991,Gujarat,Kaira,19,K.D. Jeswani,M,Bharatiya Janata Party,Lotus,937255,1688,48.12%,GEN,349724
1991,Gujarat,Anand,20,Chavda Ishvarbhai Khodabhai,M,Indian National Congress,Hand,911580,36039,52.53%,GEN,447136
1991,Gujarat,Chhota Udaipur,21,Naranbhai Jamlabhai Rathava,M,Janata Dal (Gujrat),Arrow,855858,44087,52.69%,ST,329842
1991,Gujarat,Baroda,22,Dipika Chikhliya (W),F,Bharatiya Janata Party,Lotus,1150421,34188,49.98%,GEN,552314
1991,Gujarat,Broach,23,Chandubhai Deshmukh,M,Bharatiya Janata Party,Lotus,935113,22173,46.09%,GEN,539061
1991,Gujarat,Surat,24,Kashiram Rana,M,Bharatiya Janata Party,Lotus,1409202,106354,56.24%,GEN,597920
1991,Gujarat,Mandvi,25,Gamit Chhitubhai Devjibhai,M,Indian National Congress,Hand,903980,106016,60.97%,ST,424510
1991,Gujarat,Bulsar,26,Uttambhai Harjibhai Patel,M,Indian National Congress,Hand,975048,65608,56.92%,ST,335351
1996,Gujarat,Kutch,1,Gadhvi Pushpadan Shambhudan,M,Bharatiya Janata Party,Lotus,826716,101972,62.73%,GEN,308543
1996,Gujarat,Surendranagar,2,Sanat Mehta,M,Indian National Congress,Hand,935438,64852,56.23%,GEN,354941
1996,Gujarat,Jamnagar,3,Koradia Chandreshbhai Valjibhai(C.Patel),M,Bharatiya Janata Party,Lotus,912427,21747,49.57%,GEN,315796
1996,Gujarat,Rajkot,4,Dr. Kathiriya Vallabhbhai Ramjibhai,M,Bharatiya Janata Party,Lotus,1349629,40820,51.94%,GEN,405507
1996,Gujarat,Porbandar,5,Javiya Gordhanbhai Jadavbhai,M,Bharatiya Janata Party,Lotus,881758,75000,59.03%,GEN,297139
1996,Gujarat,Junagadh,6,Chikhaliya Bhavnaben Devarajbhai,F,Bharatiya Janata Party,Lotus,1051940,108672,61.42%,GEN,330081
