YEAR,STATE NAME,CONSTITUENCY NAME,CONSTITUENCY NO,WINNER CANDIDATE NAME,GENDER,PARTY NAME,PARTY SYMBOL,TOTAL ELECTORS,TOTAL NUMBER OF VOTERS (MARGIN),VOTE %,Category,TOTAL NUMBER OF VOTE CASTED
1962,Gujarat,Constituency 32,32,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 33,33,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 34,34,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 35,35,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 36,36,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 37,37,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 38,38,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 39,39,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 40,40,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 41,41,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 42,42,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 43,43,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 44,44,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 45,45,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 46,46,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 47,47,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 48,48,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 49,49,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 50,50,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 51,51,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 52,52,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 53,53,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 54,54,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 55,55,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 56,56,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 57,57,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 58,58,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 59,59,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 60,60,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 61,61,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 62,62,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 63,63,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 64,64,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 65,65,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 66,66,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 67,67,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 68,68,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 69,69,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 70,70,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 71,71,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 72,72,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 73,73,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 74,74,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 75,75,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 76,76,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 77,77,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 78,78,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 79,79,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 80,80,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 81,81,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 82,82,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 83,83,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 84,84,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 85,85,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 86,86,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 87,87,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 88,88,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 89,89,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 90,90,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 91,91,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 92,92,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 93,93,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 94,94,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 95,95,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 96,96,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 97,97,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 98,98,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 99,99,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 100,100,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 101,101,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 102,102,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 103,103,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 104,104,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 105,105,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 106,106,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 107,107,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 108,108,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 109,109,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 110,110,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 111,111,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 112,112,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 113,113,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 114,114,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 115,115,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 116,116,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 117,117,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 118,118,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 119,119,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 120,120,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 121,121,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 122,122,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 123,123,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 124,124,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 125,125,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 126,126,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 127,127,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 128,128,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 129,129,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 130,130,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 131,131,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 132,132,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 133,133,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 134,134,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 135,135,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 136,136,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 137,137,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 138,138,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 139,139,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 140,140,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 141,141,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 142,142,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 143,143,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 144,144,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 145,145,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 146,146,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 147,147,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 148,148,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 149,149,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 150,150,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 151,151,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 152,152,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 153,153,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1962,Gujarat,Constituency 154,154,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 1,1,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 2,2,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 3,3,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 4,4,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 5,5,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 6,6,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 7,7,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 8,8,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 9,9,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 10,10,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 11,11,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 12,12,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 13,13,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 14,14,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 15,15,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 16,16,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 17,17,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 18,18,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 19,19,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 20,20,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 21,21,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 22,22,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 23,23,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 24,24,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 25,25,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 26,26,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 27,27,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 28,28,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 29,29,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 30,30,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 31,31,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 32,32,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 33,33,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 34,34,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 35,35,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 36,36,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 37,37,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 38,38,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 39,39,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 40,40,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 41,41,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 42,42,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 43,43,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 44,44,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 45,45,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 46,46,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 47,47,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 48,48,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 49,49,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 50,50,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 51,51,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 52,52,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 53,53,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 54,54,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 55,55,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 56,56,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 57,57,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 58,58,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 59,59,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 60,60,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 61,61,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 62,62,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 63,63,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 64,64,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 65,65,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 66,66,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 67,67,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 68,68,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 69,69,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 70,70,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 71,71,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 72,72,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 73,73,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 74,74,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 75,75,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 76,76,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 77,77,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 78,78,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 79,79,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 80,80,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 81,81,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 82,82,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 83,83,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 84,84,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 85,85,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 86,86,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 87,87,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 88,88,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 89,89,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 90,90,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 91,91,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 92,92,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 93,93,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 94,94,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 95,95,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 96,96,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 97,97,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 98,98,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 99,99,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 100,100,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 101,101,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 102,102,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 103,103,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 104,104,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 105,105,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 106,106,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 107,107,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 108,108,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
1967,Gujarat,Constituency 109,109,Winning Candidate,M,INC,Hand,250000,10000,0.55,GEN,150000
